num,adress,company,company_size,company_statue,company_type,educate,experi,hr_head,hr_job,hr_name,salary,title
14,北京 朝阳区 十里堡,神州数码,10000人以上,已上市,计算机软件,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_6.png?x-oss-process=image/resize,w_40,limit_0",招聘者,管先生,12-14K,Java
15,北京 大兴区 亦庄,达达-京东到家,1000-9999人,D轮及以上,O2O,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20160613/fcb88127daeae1bc30fbd797828018f61e634064179d3d1b08923d3ad98f3260_s.jpg?x-oss-process=image/resize,w_40,limit_0",技术经理,周先生,15-30K,Java
16,北京 朝阳区 望京,阿里健康,500-999人,已上市,移动互联网,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_6.png?x-oss-process=image/resize,w_40,limit_0",高级技术专家,杜先生,25-50K,Java
17,北京 朝阳区 大望路,铂金数据,100-499人,不需要融资,互联网,本科,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180322/b1fa138c6c444b6d05a3fe46833fd6ebcfcd208495d565ef66e7dff9f98764da_s.jpg?x-oss-process=image/resize,w_40,limit_0",HR主管,王女士,20-30K,高级java工程师
18,北京 西城区 马甸,中创软件,1000-9999人,不需要融资,计算机软件,本科,1-3年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180427/33f38680ff2774947f4d50040136eca2cfcd208495d565ef66e7dff9f98764da_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘专员,卢女士,7-10K,java 北京1年
19,北京 东城区 东四,东华博雅,1000-9999人,不需要融资,计算机软件,本科,3-5年,"https://img.bosszhipin.com/beijin/upload/avatar/20190611/8052cde72d6a6b05d966d18383eea7ec4a7a6d9c4e3138e50ac4702beef6a71f_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘经理,潘女士,11-17K,java工程师
20,北京 朝阳区 望京,猿辅导,1000-9999人,D轮及以上,在线教育,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190506/40c910ebdfac5e524ae7ee6e913600a130a75f5ec782ae3d113c0b9dc5b806ab_s.jpg?x-oss-process=image/resize,w_40,limit_0",HRBP,郑女士,30-50K·14薪,高级Java工程师
21,北京 海淀区 苏州街,远传技术,500-999人,D轮及以上,计算机软件,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180823/047533a3f2a078f135cff6a63896b1b438002c7fea75da582e0c5c000185f589_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘经理,李女士,13-17K,Java开发
22,北京 大兴区 亦庄,SCMsafe链四方,20-99人,未融资,物流/仓储,本科,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20170502/ea58bec221ed345591eeb071985297df8c7dd922ad47494fc02c388e12c00eac_s.jpg?x-oss-process=image/resize,w_40,limit_0",总经理,王先生,15-25K,Java
23,北京 西城区 右安门,文创思宇,,,,大专,1-3年,"https://img.bosszhipin.com/boss/avatar/avatar_6.png?x-oss-process=image/resize,w_40,limit_0",HR,魏女士,6-12K,Java
24,北京 朝阳区 对外经贸,怀教网络,100-499人,已上市,计算机软件,本科,5-10年,"https://img2.bosszhipin.com/boss/avatar/avatar_4.png?x-oss-process=image/resize,w_40,limit_0",招聘者,吴女士,15-30K,Java
25,北京 海淀区 上地,金山云,1000-9999人,D轮及以上,互联网,本科,5-10年,"https://img2.bosszhipin.com/boss/avatar/avatar_3.png?x-oss-process=image/resize,w_40,limit_0",招聘经理,陈女士,20-40K·14薪,高级java工程师
26,北京 朝阳区 安贞,美菜网,10000人以上,D轮及以上,移动互联网,本科,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180101/7d9abb84e63575df5f59e6ce80f2dc6e8293e04043539bb89b230d1da0d8dc0c_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘经理,袁女士,40-70K,Java技术专家
27,北京 朝阳区 四惠,蜜蜂汇金,500-999人,不需要融资,互联网,本科,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20160602/7f39226c2a9f38a9e3779d65efa6f1dd8c7dd922ad47494fc02c388e12c00eac_s.jpg?x-oss-process=image/resize,w_40,limit_0",人力资源经理,刘先生,22-23K·15薪,java技术经理
28,北京 朝阳区 酒仙桥,艾登科技,100-499人,B轮,数据服务,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180806/3d7c4f9ae8c2996e74398768fb61b998226ef768eb00d7ff73927593ccf69649_s.jpg?x-oss-process=image/resize,w_40,limit_0",HR,赵女士,15-30K·13薪,Java
29,北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,C轮,互联网,本科,5-10年,"https://img2.bosszhipin.com/boss/avatar/avatar_13.png?x-oss-process=image/resize,w_40,limit_0",招聘者,严先生,20-40K,Java
 0,adress,company,company_size,company_statue,company_type,educate,experi,hr_head,hr_job,hr_name,salary,title
0,北京 海淀区 上地,艾融软件,500-999人,已上市,互联网,本科,1-3年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190628/f947c04ca8ac08481018be232bba52423967a1159791df9741de0783397267fc_s.jpg?x-oss-process=image/resize,w_40,limit_0",HR,刘女士,10-14K,java
1,北京 朝阳区 望京,阿里云,1000-9999人,已上市,互联网,本科,5-10年,"https://img.bosszhipin.com/boss/avatar/avatar_6.png?x-oss-process=image/resize,w_40,limit_0",招聘者,唐先生,30-60K,java专家
2,北京 海淀区 西三旗,宇信科技,1000-9999人,已上市,计算机软件,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180706/c41a5342a332686a57faa862563dfa58b60a296272ae781e88d3117195b9eb4a_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘者,王女士,10-15K,Java
3,北京 朝阳区 酒仙桥,人人网,1000-9999人,已上市,社交网络,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180306/d9dd87bcabc999e6ecbd334a6ecfabda5eb56df43628711897ee9910aa5276fa_s.jpg?x-oss-process=image/resize,w_40,limit_0",人力资源经理,雷女士,20-30K,北京java开发
4,北京 海淀区 海淀北部新区,北明软件,1000-9999人,已上市,互联网,本科,1-3年,"https://img.bosszhipin.com/boss/avatar/avatar_5.png?x-oss-process=image/resize,w_40,limit_0",技术部经理,严先生,9-14K,Java
5,北京 丰台区 云岗,北京京航航天304所,500-999人,不需要融资,计算机软件,本科,3-5年,"https://img2.bosszhipin.com/boss/avatar/avatar_1.png?x-oss-process=image/resize,w_40,limit_0",人力资源主管,尹女士,10-20K,Java
6,北京  ,新致软件,1000-9999人,D轮及以上,计算机软件,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/banner/20171031/84ade9701fd02a77fedb6675600a134f33d208e8d6fc287973c46e5cb5346f06.png?x-oss-process=image/resize,w_40,limit_0",hr,魏女士,10-20K,Java
7,北京 朝阳区 三元桥,岚时LansTech,20-99人,A轮,移动互联网,本科,1年以内,"https://img.bosszhipin.com/beijin/upload/avatar/20190608/c1b89997c3a416941b8bccff3059cfbf74beab55d65e2e48d21efee09d0b67ee_s.jpg?x-oss-process=image/resize,w_40,limit_0",hrd,郭女士,16-20K,Java
8,北京 海淀区 上地,方正电子,10000人以上,已上市,互联网,硕士,经验不限,"https://img2.bosszhipin.com/boss/avatar/avatar_6.png?x-oss-process=image/resize,w_40,limit_0",研发经理,闫先生,10-20K,2019届研究生（Java）
9,北京 朝阳区 来广营,每日优鲜,1000-9999人,D轮及以上,电子商务,本科,5-10年,"https://img.bosszhipin.com/beijin/upload/avatar/20190802/caebb1855f1bea139e6df4b06bd589699be6b613c7fe6c975186f9fe30e4bcc1_s.png?x-oss-process=image/resize,w_40,limit_0",HRBP,苑女士,30-60K,Java
10,北京 朝阳区 呼家楼,支付宝,10000人以上,B轮,移动互联网,本科,5-10年,"https://img.bosszhipin.com/boss/avatar/avatar_6.png?x-oss-process=image/resize,w_40,limit_0",招聘者,张先生,25-50K,Java
11,北京 海淀区 西北旺,中软国际,10000人以上,已上市,计算机软件,本科,经验不限,"https://img.bosszhipin.com/beijin/mcs/useravatar/20161230/e0bd501155c04e7289487222799074bb83cc044b9fb1f3b75498e048dbc3921c_s.jpg?x-oss-process=image/resize,w_40,limit_0",人事,刘女士,15-18K,java
12,北京 海淀区 上地,滴滴出行,1000-9999人,D轮及以上,移动互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20181105/f099a9706a22bd68dc353effdeadff93c7c1ce0bceccd54289d09303c1e81f88_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘者,殷先生,20-40K,Java
13,北京 海淀区 中关村,格步科技,1000-9999人,D轮及以上,移动互联网,本科,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20181115/110e9050509a0040ece6f281ccd4dd484da8c34361ca3b5999e85d9b027aa2c9_s.jpg?x-oss-process=image/resize,w_40,limit_0",Recruiter,李先生,35-60K,Java开发Leader
14,北京 朝阳区 三元桥,恩梯梯数据,1000-9999人,不需要融资,计算机软件,本科,5-10年,"https://img.bosszhipin.com/boss/avatar/avatar_9.png?x-oss-process=image/resize,w_40,limit_0",recruiter,李女士,13-22K·14薪,Senior Java Developer
15,北京 海淀区 西北旺,中科软,10000人以上,已上市,计算机软件,本科,1-3年,"https://img.bosszhipin.com/boss/avatar/avatar_5.png?x-oss-process=image/resize,w_40,limit_0",招聘者,张先生,8-12K,Java
16,北京 朝阳区 十里堡,VIPKID,10000人以上,D轮及以上,移动互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180725/b29aea915d1a2e67af8c4ae66a7de3ca79ac389cb4dc112401d236b6ecd38095_s.jpg?x-oss-process=image/resize,w_40,limit_0",,,20-40K·14薪,Java工程师
17,北京 海淀区 西二旗,欧电云,100-499人,C轮,互联网,本科,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20160715/13864190d71355d14d83093333d4ffd68c7dd922ad47494fc02c388e12c00eac_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘者,杨先生,20-30K,高级Java工程师
18,北京 朝阳区 亮马桥,宇信科技,1000-9999人,已上市,计算机软件,本科,3-5年,"https://img.bosszhipin.com/beijin/upload/avatar/20190605/f9b284393bc4eabd1324134dc313e9fc37deffbfacf392cf61e262059d075d3a_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘者,吴女士,10-15K,java 哈银
19,北京 朝阳区 来广营,北京尚德机构,10000人以上,已上市,在线教育,本科,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190506/b2f37e35384306681bd28cb1c2572ae5aac4aae85cde64e9a5f5a9ff822d87ab_s.png?x-oss-process=image/resize,w_40,limit_0",HRBP,梁女士,15-20K·15薪,Java
20,北京 朝阳区 高碑店,悦旅汇旅游,20-99人,天使轮,旅游,大专,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_10.png?x-oss-process=image/resize,w_40,limit_0",人事招聘,骆女士,12-18K,中级java
21,北京 海淀区 上地,云智小橙,100-499人,未融资,计算机软件,大专,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_16.png?x-oss-process=image/resize,w_40,limit_0",招聘经理,肖先生,11-17K,Java
22,北京 朝阳区 酒仙桥,便利蜂,1000-9999人,不需要融资,互联网,本科,经验不限,"https://img.bosszhipin.com/boss/avatar/avatar_7.png?x-oss-process=image/resize,w_40,limit_0",Java开发工程师,曹先生,25-50K·14薪,Java
23,北京 朝阳区 望京,阿里巴巴集团,10000人以上,不需要融资,互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20181212/d366dd23af154d66f0a7ba13a9a864366921f671fd8ea87dffdbf4ebd7174242_s.jpg?x-oss-process=image/resize,w_40,limit_0",高级开发工程师,王先生,30-50K·14薪,JAVA
24,北京 东城区 朝阳门,51book,100-499人,B轮,旅游,本科,3-5年,"https://img2.bosszhipin.com/mcs/useravatar/20150616/7a9d29e95a4ae3a2d6ad7f5cffbb0f2bd4afe6335fbd94f426ccf40dc9b5f072_s.jpg?x-oss-process=image/resize,w_40,limit_0",技术总监,陈先生,10-15K,Java
25,北京 海淀区 中关村,北大英华,100-499人,B轮,互联网,本科,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20170801/e6f1f877eabf4f3f2c034c4c3e0b228d1bc3898e6280556d60f3c9f6634d4fb4_s.jpg?x-oss-process=image/resize,w_40,limit_0",技术总监,余先生,15-30K,Java
26,北京 朝阳区 十里堡,赢时胜软件,1000-9999人,已上市,计算机软件,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_15.png?x-oss-process=image/resize,w_40,limit_0",招聘主管,钱先生,10-18K,java工程师
27,北京 海淀区 西北旺,北京用友政务,1000-9999人,不需要融资,计算机软件,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180906/2db1a061915ca467212214a6315008b93d77c49a8c0ef1ad632dcb902f6733df_s.jpg?x-oss-process=image/resize,w_40,limit_0",员工关系总监,黄女士,15-25K,Java
28,北京 朝阳区 望京,美团点评,10000人以上,已上市,O2O,本科,5-10年,"https://img.bosszhipin.com/boss/avatar/avatar_15.png?x-oss-process=image/resize,w_40,limit_0",研发总监,宋先生,25-50K,Java
29,北京 海淀区 上地,滴滴出行,1000-9999人,D轮及以上,移动互联网,本科,3-5年,"https://img2.bosszhipin.com/boss/avatar/avatar_15.png?x-oss-process=image/resize,w_40,limit_0",,,30-60K,Java
 0,adress,company,company_size,company_statue,company_type,educate,experi,hr_head,hr_job,hr_name,salary,title
0,北京 朝阳区 劲松,中科软,10000人以上,已上市,计算机软件,本科,1-3年,"https://img.bosszhipin.com/boss/avatar/avatar_14.png?x-oss-process=image/resize,w_40,limit_0",项目经理,姬先生,6-11K,Java工程师
1,北京 海淀区 西二旗,百度,10000人以上,已上市,互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190407/97fb1ca94795831e5289f1d1d5983643cfcd208495d565ef66e7dff9f98764da_s.jpg?x-oss-process=image/resize,w_40,limit_0",技术经理,白先生,23-40K·15薪,高级Java开发工程师
2,北京 朝阳区 望京,饿了么,10000人以上,不需要融资,O2O,本科,5-10年,"https://img.bosszhipin.com/boss/avatar/avatar_15.png?x-oss-process=image/resize,w_40,limit_0",研发总监,张先生,30-55K·13薪,java专家
3,北京 昌平区 沙河,北京纬创,1000-9999人,不需要融资,计算机软件,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_14.png?x-oss-process=image/resize,w_40,limit_0",招聘者,李先生,11-20K,Java
4,北京 海淀区 魏公村,北京勤实信息,100-499人,未融资,人力资源服务,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190417/02809082e2b6f2ce1fe15b73b38b7bcfcfcd208495d565ef66e7dff9f98764da_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘者,董女士,13-16K·13薪,java
5,北京 海淀区 中关村,好未来,10000人以上,已上市,互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/upload/avatar/20190625/11f24de2dbff12bde38a309b14c3c053f7000dd07395e35319aba2ba31d2d84a_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘主管,王女士,15-25K,Java工程师
6,北京 海淀区 西北旺,北京南天,1000-9999人,已上市,计算机软件,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180426/56b19f8238d08af20f40daaf7e5adb1b3909b8789d22d5cd37e242d9d0a46de7_s.jpg?x-oss-process=image/resize,w_40,limit_0",部门副经理,杨先生,6-10K,Java
7,北京 海淀区 西二旗,网梯科技发展有限公司,100-499人,D轮及以上,计算机软件,本科,1-3年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20170623/ed4be2c36d7a210ce2eae7d4fc8ac45dc1a6a3be252a3ba202675ef93609e641_s.jpg?x-oss-process=image/resize,w_40,limit_0",人事经理,杨女士,8-12K,Java
8,北京 丰台区 六里桥,中科软,10000人以上,已上市,互联网,本科,1-3年,"https://img.bosszhipin.com/boss/avatar/avatar_6.png?x-oss-process=image/resize,w_40,limit_0",副总经理,刘先生,7-14K,Java
9,北京 海淀区 北下关,中科金审,100-499人,B轮,数据服务,本科,5-10年,"https://img.bosszhipin.com/boss/avatar/avatar_10.png?x-oss-process=image/resize,w_40,limit_0",招聘主管,陈女士,15-25K·13薪,Java
10,北京 海淀区 西三旗,艾融软件,500-999人,已上市,互联网,本科,1-3年,"https://img2.bosszhipin.com/boss/avatar/avatar_15.png?x-oss-process=image/resize,w_40,limit_0",软件,高先生,12-20K,Java
11,北京 海淀区 上地,贝壳找房,10000人以上,D轮及以上,互联网,本科,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180522/e8e6ce6744914189d8d349d9000c43365de4b13119f0c53b7fb20091ae793cee_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘经理,小女士,25-50K,资深JAVA工程师
12,北京 东城区 东直门,中科软,10000人以上,已上市,计算机软件,本科,1-3年,"https://img.bosszhipin.com/boss/avatar/avatar_15.png?x-oss-process=image/resize,w_40,limit_0",项目经理,胡先生,8-13K,Java开发工程师
13,北京 朝阳区 酒仙桥,青麦科技,100-499人,不需要融资,计算机软件,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180322/d6e34ddbc30a130efafc436640d9229a9e4e1751f99989a1a9d3e2a0916474dc_s.jpg?x-oss-process=image/resize,w_40,limit_0",人力,张先生,10-16K,Java
14,北京 丰台区 刘家窑,宇信科技,1000-9999人,已上市,计算机软件,本科,5-10年,"https://img.bosszhipin.com/beijin/upload/avatar/20190603/e971241bf190a38625ee2b8cb72ac1f864092391950f8fd8d0dc094591a4f99f_s.png?x-oss-process=image/resize,w_40,limit_0",人力资源助理,贺女士,15-20K,java
15,北京 海淀区 甘家口,易车,1000-9999人,已上市,互联网,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_6.png?x-oss-process=image/resize,w_40,limit_0",高级总监,董先生,20-30K,Java
16,北京 海淀区 知春路,轩宇信息,100-499人,不需要融资,计算机软件,本科,3-5年,"https://img.bosszhipin.com/beijin/upload/avatar/20190612/bd8768b7c61dc75d5a9908fcdc3df47bef8241aa16b5ede4cb6981a94b06fff8_s.jpg?x-oss-process=image/resize,w_40,limit_0",人力,杨女士,10-15K,Java
17,北京 通州区 北关,金泰亚盛,100-499人,D轮及以上,计算机软件,大专,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190121/1eb2cbf36e1d18dc5707ded8390e4049cddb03f830638e4e2e9f9195dec59b2d_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘主管,王女士,12-16K,Java
18,北京 丰台区 世界公园,金泰亚盛,100-499人,D轮及以上,计算机软件,大专,1-3年,"https://img2.bosszhipin.com/boss/avatar/avatar_12.png?x-oss-process=image/resize,w_40,limit_0",招聘专员,张女士,8-13K,Java工程师
19,北京 海淀区 万柳,宏图远见,20-99人,未融资,计算机软件,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20160801/fd6364a47b5e2c43911a519b7ab900938c7dd922ad47494fc02c388e12c00eac_s.jpg?x-oss-process=image/resize,w_40,limit_0",HR,贾女士,15-20K,Java
20,北京 海淀区 西北旺,软通动力,10000人以上,已上市,计算机软件,本科,1-3年,"https://img.bosszhipin.com/boss/avatar/avatar_12.png?x-oss-process=image/resize,w_40,limit_0",招聘,王女士,13-16K,java
21,北京 东城区 灯市口,东华博雅,1000-9999人,不需要融资,计算机软件,本科,5-10年,"https://img.bosszhipin.com/beijin/upload/avatar/20190611/8052cde72d6a6b05d966d18383eea7ec4a7a6d9c4e3138e50ac4702beef6a71f_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘经理,潘女士,15-25K,java工程师
22,北京 西城区 长椿街,北京世纪汇杰,100-499人,不需要融资,计算机软件,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190526/00f0cecbd8251c2454d3e0aea9052d7e4eeec58a7348bb1cedde255aa6cd98d3_s.png?x-oss-process=image/resize,w_40,limit_0",HR,黄女士,18-25K,Java
23,北京 朝阳区 酒仙桥,泰洋川禾,100-499人,B轮,音乐/视频/阅读,本科,3-5年,"https://img2.bosszhipin.com/boss/avatar/avatar_7.png?x-oss-process=image/resize,w_40,limit_0",hr,郝女士,15-30K·13薪,JAVA
24,北京 海淀区 西北旺,软通动力,10000人以上,已上市,计算机软件,本科,1-3年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190702/9800798ace78fe4a354dc955dfb4abc7cfcd208495d565ef66e7dff9f98764da_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘顾问,钱女士,14-18K,java
25,北京 海淀区 西二旗,快手,1000-9999人,D轮及以上,社交网络,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180814/3842e926225bcf98a54a53ffd00b42eaba9ecb2d7bbfc7a07c424b7951846b3b_s.jpg?x-oss-process=image/resize,w_40,limit_0",研发工程师,刘先生,28-55K·16薪,java后端
26,北京 昌平区 沙河,软通动力集团,10000人以上,不需要融资,移动互联网,大专,3-5年,"https://img2.bosszhipin.com/mcs/useravatar/20160225/b5841a467bd1e500cfb8e5663e8f16f28c7dd922ad47494fc02c388e12c00eac_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘主管,何女士,11-22K,Java
27,北京 朝阳区 朝外,蚂蚁金服,10000人以上,C轮,互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180227/ac3981d2d24b92a82a76f662e22e3363da49bedcb6649c222aab094afa213c95_s.jpg?x-oss-process=image/resize,w_40,limit_0",网商银行北京研发中心,刘先生,25-50K,Java测试开发专家
28,北京 朝阳区 百子湾,远行,100-499人,不需要融资,文化/体育/娱乐,本科,3-5年,"https://img.bosszhipin.com/beijin/upload/avatar/20190719/a32c818162afe52d9bddfabc5093d297cfe1060a6256fe1f33f35ca82ea5f149_s.jpg?x-oss-process=image/resize,w_40,limit_0",人力资源总监,刘女士,8-13K,Java
29,北京 朝阳区 常营,鸿特卓博,100-499人,不需要融资,人力资源服务,大专,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180611/6fe3d7f90fd11496a877b20c7ea10f0c5cf3f6d9e00c6518a36cfd8d8ea3db64_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘主管,宋先生,15-30K,Java
