num,adress,company,company_size,company_statue,company_type,educate,experi,hr_head,hr_job,hr_name,salary,title
15,北京 朝阳区 望京,小药药,1000-9999人,C轮,医疗健康,本科,10年以上,"https://img2.bosszhipin.com/mcs/useravatar/20160218/5e1c08c2cdea2600436ef58c78e5f9ccbff09465bf35a8fdb489e03b88329727_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘者,赵女士,30-45K,架构师（java）
16,北京 丰台区 科技园区,北京道迩,100-499人,不需要融资,计算机软件,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_8.png?x-oss-process=image/resize,w_40,limit_0",项目经理,孙先生,11-16K,Java
17,北京 东城区 和平里,元拓科技,100-499人,不需要融资,计算机软件,本科,1-3年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180406/a7b3800f4e0f0f1cd204eae55871fec72a944bd1b7dadc5ef4158449f06bd05d_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘者,尹女士,8-11K,Java
18,北京 海淀区 人民大学,北京南天,1000-9999人,已上市,计算机软件,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_1.png?x-oss-process=image/resize,w_40,limit_0",招聘者,李女士,11-21K,Java
19,北京 海淀区 上地,宇信科技,1000-9999人,已上市,计算机软件,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180913/2cda7b32a4cdbbfd0750316e79e64cd655dbcf23c673384147623230184970ac_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘主管,周女士,13-18K,Java开发工程师-西二旗
20,北京  ,社区半径,20-99人,不需要融资,移动互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180420/09a7abe0fc4f81eca526712a1aad582d2e7de2925ac2948c7ad726130fa01cf5_s.jpg?x-oss-process=image/resize,w_40,limit_0",人力资源经理,底女士,12-24K,Java
21,北京 朝阳区 奥运村,创世比特(北京),20-99人,未融资,移动互联网,本科,应届生,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20170418/145755f2cf6e01585a6cf94aa0c0f06d8fd6393b562dea41fa6b4abf9801101d_s.jpg?x-oss-process=image/resize,w_40,limit_0",行政,谷女士,7-10K,Java
22,北京 海淀区 牡丹园,华章世纪,,,,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180730/82aefcba4559f3702e7635fc1f0b67cf230fd865f9460bcfae67e69ec3c59b81_s.jpg?x-oss-process=image/resize,w_40,limit_0",HR主管,董女士,20-28K,高级JAVA程序员
23,北京 海淀区 西三旗,小米,10000人以上,已上市,互联网,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_12.png?x-oss-process=image/resize,w_40,limit_0",HR,刘女士,23-46K,高级java工程师
24,北京 昌平区 霍营,联创思源,20-99人,未融资,智能硬件,本科,3-5年,"https://img2.bosszhipin.com/mcs/useravatar/20150927/ac12f607e29fdb286013290b89704a8569b4cd4fe1e7979bc7bc6f2804ee614b_s.jpg?x-oss-process=image/resize,w_40,limit_0",部门经理,彭先生,9-13K,Java 中级工程师
25,北京  ,中科软,10000人以上,已上市,计算机软件,本科,1-3年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180226/d3186ddece7772c11760a9a64d87455cc58bc0aaeaef78ee43abba3898f8b530_s.jpg?x-oss-process=image/resize,w_40,limit_0",高级项目经理,张先生,6-11K,Java
26,北京 海淀区 西三旗,国科政信,100-499人,已上市,数据服务,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190421/90230d1025c57262ab56a8342f6251f750b07ef0832d6945a2ed9fd903a9fe65_s.png?x-oss-process=image/resize,w_40,limit_0",招聘经理,王女士,15-20K,Java高级工程师
27,北京  ,红旗智行,10000人以上,未融资,O2O,本科,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190122/c3ed2765ef90c6108dd3307483eedd0acfcd208495d565ef66e7dff9f98764da_s.jpg?x-oss-process=image/resize,w_40,limit_0",Recruiter,于女士,35-40K,Java架构师
28,北京 昌平区 北七家,铁牛科技,0-20人,不需要融资,移动互联网,本科,应届生,"https://img2.bosszhipin.com/mcs/useravatar/20150828/2b33916dced0840a453ef1ee1ddb3997f8295e3a44890aa1d3ce9d6ce14570e7_s.jpg?x-oss-process=image/resize,w_40,limit_0",总经理,牛先生,4-8K,Java
29,北京 朝阳区 太阳宫,Boss直聘,1000-9999人,D轮及以上,人力资源服务,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180611/e654e8d59b6771ada2e4122bc3c6d373dd619f19cc1305dfb864f57fa7ea18dd_s.jpg?x-oss-process=image/resize,w_40,limit_0",HRBP,秋女士,25-40K·16薪,高级JAVA工程师
 0,adress,company,company_size,company_statue,company_type,educate,experi,hr_head,hr_job,hr_name,salary,title
0,北京 海淀区 中关村,有利网,10000人以上,不需要融资,互联网金融,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180312/b9a4cdee16fbc6293519b2c0c71a7c6a8efe74615093426f5f19009ff3d326de_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘经理,张女士,20-35K,中级JAVA
1,北京 海淀区 马连洼,百度,10000人以上,已上市,互联网,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_9.png?x-oss-process=image/resize,w_40,limit_0",HR,李女士,15-30K,JAVA
2,北京 朝阳区 望京,阿里巴巴集团,10000人以上,不需要融资,互联网,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_13.png?x-oss-process=image/resize,w_40,limit_0",java研发,杨先生,18-26K,Java
3,北京 海淀区 中关村,中科院自动化所,1000-9999人,不需要融资,其他行业,硕士,经验不限,"https://img2.bosszhipin.com/boss/avatar/avatar_6.png?x-oss-process=image/resize,w_40,limit_0",,,13-26K,Java
4,北京 海淀区 人民大学,中科软,10000人以上,已上市,计算机软件,本科,1-3年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20170322/baddc834095f1a8e342375223d790c491d1616a6dd994870b86373c89292645d_s.jpg?x-oss-process=image/resize,w_40,limit_0",项目经理,严先生,7-12K·13薪,java开发
5,北京 朝阳区 酒仙桥,瓜子二手车直卖网,10000人以上,D轮及以上,分类信息,本科,1年以内,"https://img.bosszhipin.com/beijin/upload/avatar/20190815/11af87cecb5764b3e439fbf3c1ccbd2976e52490750cfeb35750ba8298e65e7a_s.jpg?x-oss-process=image/resize,w_40,limit_0",TL,黄先生,35-55K,Java
6,北京 海淀区 魏公村,京北方,10000人以上,未融资,互联网金融,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_9.png?x-oss-process=image/resize,w_40,limit_0",招聘专员,姜女士,12-18K,Java
7,北京 海淀区 上地,小米,10000人以上,已上市,互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180303/fd8e49d73341fc859e0806050b02350bcfcd208495d565ef66e7dff9f98764da_s.jpg?x-oss-process=image/resize,w_40,limit_0",高级软件工程师,史先生,20-40K,Java
8,北京  ,中科软科技,10000人以上,已上市,互联网金融,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190812/80cf96728625c70cc4393c86868026c9cfcd208495d565ef66e7dff9f98764da_s.jpg?x-oss-process=image/resize,w_40,limit_0",项目经理,高女士,8-13K,Java
9,北京 朝阳区 望京,阿里巴巴集团,10000人以上,不需要融资,互联网,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_15.png?x-oss-process=image/resize,w_40,limit_0",Android架构师,李女士,20-40K·16薪,java
10,北京 东城区 东单,衣二三,500-999人,D轮及以上,互联网,本科,5-10年,"https://img.bosszhipin.com/boss/avatar/avatar_6.png?x-oss-process=image/resize,w_40,limit_0",架构师,王先生,30-40K,Java
11,北京 朝阳区 望京,尚德机构,10000人以上,已上市,互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20161109/aab5333635bd76f09e30b9554326f4348c7dd922ad47494fc02c388e12c00eac_s.jpg?x-oss-process=image/resize,w_40,limit_0",尚德研发中心HRBP,肖先生,20-40K,Java
12,北京 朝阳区 东大桥,宜车时代/宜买车,500-999人,B轮,互联网,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_14.png?x-oss-process=image/resize,w_40,limit_0",招聘者,王先生,25-50K,Java
13,北京 朝阳区 朝外,支付宝,10000人以上,B轮,移动互联网,本科,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190219/d79814c93ba5d5bd452d31c4e5d96b03f4aedcfa5f735ce30408bb4d1a9e8115_s.png?x-oss-process=image/resize,w_40,limit_0",技术专家,李先生,25-50K,Java专家/高级专家
14,北京 昌平区 回龙观,大连华信计算机,1000-9999人,已上市,计算机软件,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_1.png?x-oss-process=image/resize,w_40,limit_0",招聘专员,白女士,9-11K,JAVA
15,北京 朝阳区 大望路,高德地图,1000-9999人,已上市,互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190106/055ef1dfb9fcb1fa99b4ce1d4329568962b1b5376f360f6b232cfe45f2d12f2d_s.jpg?x-oss-process=image/resize,w_40,limit_0",技术专家,刘先生,25-45K,Java
16,北京 海淀区 魏公村,东奥教育集团,1000-9999人,不需要融资,在线教育,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_6.png?x-oss-process=image/resize,w_40,limit_0",技术经理,王先生,15-25K,Java
17,北京 东城区 雍和宫,VIPKID,10000人以上,D轮及以上,移动互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20170330/2bd8ccb675a391db79b598d463d6b4d727ec1e00e1a50b0978ee6318dc948251_s.jpg?x-oss-process=image/resize,w_40,limit_0",研发,熊先生,30-50K,java 工程师
18,北京 东城区 雍和宫,中科软,10000人以上,已上市,计算机软件,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190305/d732095dac064850ca0495c477a1132aa6b2d028f3b7be8203f4e4fd59a542f3_s.png?x-oss-process=image/resize,w_40,limit_0",副总裁,刘先生,8-15K,Java
19,北京 海淀区 西北旺,北京瑞友科技,1000-9999人,不需要融资,互联网,本科,3-5年,"https://img2.bosszhipin.com/mcs/useravatar/20150721/143afa4880e3d3cd1ac5d2713e1bf57dc70e8f6df6811ff4a48c61cd07cddc1d_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘经理,赵先生,12-20K,Java
20,北京 朝阳区 望京,阿里巴巴集团,10000人以上,不需要融资,互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20170814/cf2204bd2807e05074f11c2ad0aaeb660b26d087527bfb44ad318bb473c415f8_s.jpg?x-oss-process=image/resize,w_40,limit_0",高级技术专家,吴先生,20-40K,java工程师
21,北京 朝阳区 小营,中信百信银行,500-999人,不需要融资,银行,本科,1年以内,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190519/15ea9849463810b0016755fa89f041137f8ef8642a3a55795fbe2e84f0680d1e_s.jpg?x-oss-process=image/resize,w_40,limit_0",PaaS平台架构师,董先生,30-50K,Java
22,北京 大兴区 亦庄,达达-京东到家,1000-9999人,D轮及以上,O2O,本科,1-3年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20160613/fcb88127daeae1bc30fbd797828018f61e634064179d3d1b08923d3ad98f3260_s.jpg?x-oss-process=image/resize,w_40,limit_0",技术经理,周先生,15-30K,Java
23,北京  ,宇信科技,1000-9999人,已上市,计算机软件,本科,1-3年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20181122/eb49e3c73fc7ecc1d3d9419116f39b74fe93f1e9c896b807dcb32d1505d775b4_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘专员,张女士,10-15K,java
24,北京 朝阳区 酒仙桥,阿里巴巴集团,10000人以上,不需要融资,互联网,本科,5-10年,"https://img.bosszhipin.com/boss/avatar/avatar_15.png?x-oss-process=image/resize,w_40,limit_0",高级研发,刘先生,20-30K,Java
25,北京 丰台区 科技园区,屹通信息科技,1000-9999人,已上市,计算机软件,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_3.png?x-oss-process=image/resize,w_40,limit_0",招聘者,毕女士,9-14K,JAVA
26,北京 丰台区 马家堡,宇信科技,1000-9999人,已上市,计算机软件,本科,5-10年,"https://img.bosszhipin.com/beijin/upload/avatar/20190731/b1f86791c3410daff89b3f47f3aa8fb49c7ab34cef314011d353cf430c4835e9_s.jpg?x-oss-process=image/resize,w_40,limit_0",人事,訾女士,18-23K,Java
27,北京 海淀区 上地,科东电力,1000-9999人,不需要融资,信息安全,本科,1-3年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20181017/7873caa836e26c7d3c71d5b2637e22031d7b9da8d4ec311336822819f9231fb1_s.jpg?x-oss-process=image/resize,w_40,limit_0",研发工程师,武先生,8-15K,Java
28,北京  ,艾融软件,500-999人,已上市,互联网,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_6.png?x-oss-process=image/resize,w_40,limit_0",技术总监,李先生,12-22K,Java
29,北京 朝阳区 酒仙桥,瓜子二手车直卖网,10000人以上,D轮及以上,分类信息,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190402/06aed08e1cd51ad87143ed7c4aa0abd1cfcd208495d565ef66e7dff9f98764da_s.jpg?x-oss-process=image/resize,w_40,limit_0",HR,张先生,30-50K·15薪,高级Java
 0,adress,company,company_size,company_statue,company_type,educate,experi,hr_head,hr_job,hr_name,salary,title
0,北京  ,昼夜互娱,100-499人,B轮,互联网,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_11.png?x-oss-process=image/resize,w_40,limit_0",总裁助理,肖女士,15-26K,Java
1,北京 海淀区 牡丹园,中科软,10000人以上,已上市,计算机软件,本科,3-5年,"https://img.bosszhipin.com/beijin/upload/avatar/20190809/42ced021c11e63cac2b1c3af808417ec8f9d6e197e6ebeb3dbd11942b6b3c2a8_s.png?x-oss-process=image/resize,w_40,limit_0",项目经理,马先生,9-14K·13薪,Java
2,北京 朝阳区 北苑,北京数创世纪,100-499人,未融资,互联网,本科,1-3年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190314/73f47b53b82ad1b8ce17f79ba2a4954e6101b9fd73460a545f78400ed0ff2319_s.png?x-oss-process=image/resize,w_40,limit_0",人事主管,聂女士,8-12K,Java
3,北京  ,交科院,100-499人,不需要融资,计算机软件,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20181121/7924b155183f943946ecc1c8d9f21952cfcd208495d565ef66e7dff9f98764da_s.jpg?x-oss-process=image/resize,w_40,limit_0",技术总监,韩先生,12-16K,Java
4,北京 海淀区 四季青,中教美育科技,100-499人,不需要融资,互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190314/9e383ea852eded2a970788c48878980bcfcd208495d565ef66e7dff9f98764da_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘者,杨女士,10-15K,Java
5,北京 朝阳区 呼家楼,悠易互通,100-499人,D轮及以上,广告营销,本科,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20181029/85384c71e4560d37fd73392e98ca8d5fcfcd208495d565ef66e7dff9f98764da_s.jpg?x-oss-process=image/resize,w_40,limit_0",高级人力资源经理,王女士,35-65K,Java架构师
6,北京 海淀区 魏公村,广视通达,100-499人,B轮,移动互联网,本科,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20160714/7e52af8ac27a27e389c5f2ef58519a2d651963f66c0a82fbfdfdcd30000131f1_s.jpg?x-oss-process=image/resize,w_40,limit_0",,,30-45K,Java
7,北京 海淀区 知春路,平安医疗,1000-9999人,不需要融资,医疗健康,本科,5-10年,"https://img.bosszhipin.com/boss/avatar/avatar_6.png?x-oss-process=image/resize,w_40,limit_0",hr,巨先生,20-30K·15薪,高级Java工程师
8,北京 海淀区 中关村,爱奇艺,1000-9999人,已上市,互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/upload/avatar/20190730/c3c83111f638316c5f2b94c94c3e86dc1ef2740447ec5c5be858b4188072127a_s.jpg?x-oss-process=image/resize,w_40,limit_0",研究员,张先生,20-35K·14薪,Java工程师
9,北京 朝阳区 太阳宫,Boss直聘,1000-9999人,D轮及以上,人力资源服务,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_15.png?x-oss-process=image/resize,w_40,limit_0",技术经理,陈先生,25-50K,Java工程师
10,北京 海淀区 上地,小米智能科技,10000人以上,已上市,移动互联网,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_14.png?x-oss-process=image/resize,w_40,limit_0",技术经理,王先生,30-40K,JAVA后端工程师
11,北京 朝阳区 呼家楼,蚂蚁金服,10000人以上,C轮,互联网,本科,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20181024/8695eb9181186c61fd5cecdaca0fb911bcde9c5f01a8313532f8bf8d019f08ac_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘者,文女士,30-60K,Java研发专家
12,北京 海淀区 马连洼,神州信息,1000-9999人,已上市,计算机软件,本科,经验不限,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180403/183e282adf4c75a1769b2daaf7e12aa2cfcd208495d565ef66e7dff9f98764da_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘顾问,高女士,12-16K,Java
13,北京 海淀区 学院路,宇信科技,1000-9999人,已上市,计算机软件,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190322/88209e22180a63134d8c824f53df7287e44a871aac62c0066902a614038de052_s.jpg?x-oss-process=image/resize,w_40,limit_0",HR,赵女士,11-13K,Java开发
14,北京 海淀区 魏公村,北京理工新源,100-499人,不需要融资,互联网,本科,1-3年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180316/0c121fbf5fa0ce05133a4ca21727784e32ded226dc2857712b60608067471cc3_s.jpg?x-oss-process=image/resize,w_40,limit_0",架构师,周先生,15-28K,Java
15,北京 朝阳区 国贸,文思海辉,10000人以上,已上市,计算机软件,大专,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20160503/dda8e67c7d67aa715966a897315c29108c7dd922ad47494fc02c388e12c00eac_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘专员,薛女士,13-24K,JAVA项目经理
16,北京 海淀区 上地,网易,10000人以上,已上市,移动互联网,本科,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180402/9206403f512858baa939705e26bbcdec56efec49f738ddd1501cdb933c8b7cce_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘者,马先生,35-55K,java架构师
17,北京 丰台区 科技园区,智帆金科,20-99人,B轮,互联网,本科,3-5年,"https://img.bosszhipin.com/boss/avatar/avatar_7.png?x-oss-process=image/resize,w_40,limit_0",招聘主管,董先生,15-30K,Java
18,北京 朝阳区 太阳宫,Boss直聘,1000-9999人,D轮及以上,人力资源服务,本科,5-10年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190613/770adc1c65c80253c43001f722c18943cfcd208495d565ef66e7dff9f98764da_s.jpg?x-oss-process=image/resize,w_40,limit_0",HR,杨女士,35-65K,Java架构师
19,北京 朝阳区 朝阳门,东华博雅,1000-9999人,不需要融资,计算机软件,大专,5-10年,"https://img.bosszhipin.com/beijin/upload/avatar/20190611/8052cde72d6a6b05d966d18383eea7ec4a7a6d9c4e3138e50ac4702beef6a71f_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘经理,潘女士,15-22K,高级java
20,北京 朝阳区 望京,ASDC,1000-9999人,已上市,计算机软件,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190228/3f4bf8881078efedcc8c1e1de99819f084ca2d6177358dac01448d55ca3bde66_s.png?x-oss-process=image/resize,w_40,limit_0",招聘助理,徐女士,12-18K,java工程师
21,北京  ,奥琦玮,1000-9999人,C轮,计算机软件,本科,5-10年,"https://img.bosszhipin.com/boss/avatar/avatar_15.png?x-oss-process=image/resize,w_40,limit_0",招聘者,张先生,20-21K,Java
22,北京 朝阳区 十里堡,VIPKID,10000人以上,D轮及以上,移动互联网,本科,1年以内,"https://img.bosszhipin.com/boss/avatar/avatar_5.png?x-oss-process=image/resize,w_40,limit_0",java,赵先生,15-25K,Java高级工程师
23,北京 朝阳区 来广营,北京尚德机构,10000人以上,已上市,在线教育,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190506/b2f37e35384306681bd28cb1c2572ae5aac4aae85cde64e9a5f5a9ff822d87ab_s.png?x-oss-process=image/resize,w_40,limit_0",HRBP,梁女士,14-28K,java开发
24,北京 海淀区 上地,艾融软件,500-999人,已上市,互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20190718/7e3548720edbaf65eb47390c218b165ad6eedcf3da351aef0e2f873c9edd32b4_s.jpg?x-oss-process=image/resize,w_40,limit_0",招聘专员,杨女士,10-15K,java工程师
25,北京 朝阳区 望京,松果出行,1000-9999人,C轮,移动互联网,本科,5-10年,"https://img.bosszhipin.com/boss/avatar/avatar_5.png?x-oss-process=image/resize,w_40,limit_0",招聘者,吴先生,45-65K,Java架构师
26,北京 朝阳区 高碑店,一起智能,20-99人,A轮,文化/体育/娱乐,学历不限,1-3年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180508/08167492bfde81a61c8892c4f444974e2d876b97167f513bc5eedd3e4d516755_s.jpg?x-oss-process=image/resize,w_40,limit_0",总经理助理,李女士,15-18K,Java
27,北京 海淀区 上地,小米科技有限责任公司,10000人以上,已上市,移动互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180613/21ea09d419d68946c5d8a5e424ef2b9a3bb793174e34437005c3581c60170f41_s.jpg?x-oss-process=image/resize,w_40,limit_0",,,22-35K·14薪,Java 研发工程师
28,北京 大兴区 亦庄,爱回收,1000-9999人,D轮及以上,互联网,本科,3-5年,"https://img2.bosszhipin.com/boss/avatar/avatar_6.png?x-oss-process=image/resize,w_40,limit_0",技术经理,吴先生,15-30K,JAVA软件工程师
29,北京  ,弗恩天下,0-20人,未融资,互联网,本科,3-5年,"https://img.bosszhipin.com/beijin/mcs/useravatar/20180927/b60ebeea2b865274320f96330b5c226e0b8224d583786cd44ee8a1244221c37d_s.jpg?x-oss-process=image/resize,w_40,limit_0",经理,齐女士,10-20K,Java